"","0%","5%","10%","25%","50%","75%","90%","95%","100%","mean","chance_loss","chance_zero","chance_gain"
"output_1","-3e+05","-214573","-2e+05","-168695","-131987","-79409","-27443","-20737","20704","-123260","1","0","3e-04"
